File,Method,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(),2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.7777778,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat),8.0,1.0,8.0,1.0,2.0,0.0,3.0,0.7254902,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat|NumberFormat|NumberFormat),5.0,2.0,2.5,3.0,1.0,0.0,1.0,0.794702,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),58.0,17.0,3.4117646,3.0,17.0,3.0,8.0,0.4083851,3.0,3.0,3.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,getWholeFormat(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.7017544,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,parse(String|ParsePosition),247.0,76.0,3.25,2.0,24.0,8.0,17.0,0.3819797,2.0,9.0,18.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/ProperBigFractionFormat.java,setWholeFormat(NumberFormat),12.0,4.0,3.0,1.0,0.0,0.0,2.0,0.5340314,2.0,2.0,2.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,BigFractionFormat(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat),2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.93125,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat|NumberFormat),3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.8531746,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,getAvailableLocales(),3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.7743902,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,formatBigFraction(BigFraction),4.0,1.0,4.0,1.0,2.0,0.0,1.0,0.81920904,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,getImproperInstance(),4.0,1.0,4.0,0.0,2.0,0.0,1.0,0.6554622,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,getImproperInstance(Locale),5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.7157895,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,getProperInstance(),4.0,1.0,4.0,0.0,2.0,0.0,1.0,0.6666667,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,getProperInstance(Locale),5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.6938776,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),22.0,6.0,3.6666667,3.0,9.0,0.0,4.0,0.5877193,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,format(Object|StringBuffer|FieldPosition),52.0,11.0,4.7272725,3.0,4.0,1.0,6.0,0.61162794,2.0,5.0,3.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,parse(String),26.0,6.0,4.3333335,1.0,3.0,2.0,4.0,0.4715026,2.0,2.0,2.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,parse(String|ParsePosition),138.0,42.0,3.2857144,2.0,11.0,5.0,11.0,0.404134,2.0,3.0,7.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/BigFractionFormat.java,parseNextBigInteger(String|ParsePosition),45.0,13.0,3.4615386,2.0,8.0,3.0,6.0,0.44520548,2.0,4.0,5.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionField.java,FractionField(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getInstance(),3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.64179105,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getOne(),3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.37037036,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getZero(),3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.35714287,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionField.java,getRuntimeClass(),3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.3448276,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionField.java,readResolve(),7.0,2.0,3.5,0.0,0.0,0.0,2.0,0.63503647,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,FractionFormat(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
src/main/resources/Math/21/src/main/java/org/apache/commons/math3/fraction/FractionFormat.java,FractionFormat(NumberFormat),2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.93125,1.0,1.0,0.0
