File,Line,Rank,Suspiciousness
org.apache.commons.math3.linear.MatrixUtils,523,1,4.0000
org.apache.commons.math3.linear.AbstractRealMatrix$1,241,1,4.0000
org.apache.commons.math3.linear.AbstractRealMatrix$1,256,1,4.0000
org.apache.commons.math3.linear.Array2DRowRealMatrix,456,1,4.0000
org.apache.commons.math3.linear.AbstractRealMatrix$1,263,1,4.0000
org.apache.commons.math3.linear.AbstractRealMatrix$1,272,1,4.0000
org.apache.commons.math3.linear.AbstractRealMatrix,241,1,4.0000
org.apache.commons.math3.linear.AbstractRealMatrix,97,1,4.0000
org.apache.commons.math3.linear.MatrixUtils,130,1,4.0000
org.apache.commons.math3.util.FastMath,3507,2,2.0000
org.apache.commons.math3.linear.RectangularCholeskyDecomposition,63,2,2.0000
org.apache.commons.math3.linear.RectangularCholeskyDecomposition,160,2,2.0000
org.apache.commons.math3.util.FastMath,375,3,1.3333
org.apache.commons.math3.linear.AbstractRealMatrix,860,4,0.6667
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,41,4,0.6667
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,34,4,0.6667
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,30,4,0.6667
org.apache.commons.math3.linear.Array2DRowRealMatrix,392,4,0.6667
org.apache.commons.math3.linear.AbstractRealMatrix,142,4,0.6667
org.apache.commons.math3.linear.AbstractRealMatrix$5,597,4,0.6667
org.apache.commons.math3.linear.AbstractRealMatrix$5,592,4,0.6667
org.apache.commons.math3.linear.MatrixUtils,541,4,0.6667
org.apache.commons.math3.linear.AbstractRealMatrix,589,4,0.6667
org.apache.commons.math3.util.FastMath,2992,5,0.5714
org.apache.commons.math3.linear.Array2DRowRealMatrix,56,5,0.5714
org.apache.commons.math3.linear.Array2DRowRealMatrix,302,5,0.5714
org.apache.commons.math3.linear.Array2DRowRealMatrix,138,5,0.5714
org.apache.commons.math3.linear.MatrixUtils,81,5,0.5714
org.apache.commons.math3.linear.AbstractRealMatrix,62,5,0.5714
org.apache.commons.math3.linear.Array2DRowRealMatrix,246,5,0.5714
org.apache.commons.math3.linear.RealMatrixFormat,207,6,0.5000
org.apache.commons.math3.linear.RealMatrixFormat,99,6,0.5000
org.apache.commons.math3.linear.Array2DRowRealMatrix,329,6,0.5000
org.apache.commons.math3.linear.RealMatrixFormat,133,6,0.5000
org.apache.commons.math3.linear.Array2DRowRealMatrix,506,6,0.5000
org.apache.commons.math3.linear.RealMatrixFormat,224,6,0.5000
org.apache.commons.math3.linear.RealMatrixFormat,215,6,0.5000
org.apache.commons.math3.linear.RealMatrixFormat,115,6,0.5000
org.apache.commons.math3.util.CompositeFormat,43,6,0.5000
org.apache.commons.math3.util.CompositeFormat,54,6,0.5000
org.apache.commons.math3.linear.Array2DRowRealMatrix,295,6,0.5000
org.apache.commons.math3.linear.Array2DRowRealMatrix,323,6,0.5000
org.apache.commons.math3.linear.MatrixUtils,418,6,0.5000
org.apache.commons.math3.linear.MatrixUtils,402,6,0.5000
org.apache.commons.math3.linear.MatrixUtils,389,6,0.5000
org.apache.commons.math3.linear.Array2DRowRealMatrix,74,7,0.1818
org.apache.commons.math3.linear.AbstractRealMatrix,53,7,0.1818
org.apache.commons.math3.util.MathUtils,264,7,0.1818
org.apache.commons.math3.linear.Array2DRowRealMatrix,262,7,0.1818
org.apache.commons.math3.linear.Array2DRowRealMatrix,526,7,0.1818
org.apache.commons.math3.linear.RealLinearOperator,53,7,0.1818
org.apache.commons.math3.linear.BlockRealMatrix,1525,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1038,8,0.0000
org.apache.commons.math3.linear.RealMatrixFormat,90,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1067,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1015,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1047,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1088,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1110,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1534,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1155,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1166,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1439,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1414,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1387,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1358,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1332,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1308,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1133,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1264,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1144,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1225,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1219,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1213,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1177,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1495,8,0.0000
org.apache.commons.math3.linear.BlockRealMatrix,1466,8,0.0000
org.apache.commons.math3.linear.MatrixUtils$BigFractionMatrixConverter,609,8,0.0000
org.apache.commons.math3.linear.RealMatrixFormat,159,8,0.0000
org.apache.commons.math3.exception.NotStrictlyPositiveException,38,8,0.0000
org.apache.commons.math3.exception.NotStrictlyPositiveException,48,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1230,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1239,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1245,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1251,8,0.0000
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,37,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1282,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1322,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1329,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1335,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1347,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1353,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1365,8,0.0000
org.apache.commons.math3.linear.RealVector$2,1315,8,0.0000
org.apache.commons.math3.linear.RealMatrixFormat,151,8,0.0000
