File,Method,From,To
org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(),50,52
org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat),60,62
org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat|NumberFormat|NumberFormat),73,76
org/apache/commons/math/fraction/ProperBigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),90,112
org/apache/commons/math/fraction/ProperBigFractionFormat.java,getWholeFormat(),118,120
org/apache/commons/math/fraction/ProperBigFractionFormat.java,parse(String|ParsePosition),135,226
org/apache/commons/math/fraction/ProperBigFractionFormat.java,setWholeFormat(NumberFormat),234,240
org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(),50,51
org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat),58,60
org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat|NumberFormat),69,71
org/apache/commons/math/fraction/BigFractionFormat.java,getAvailableLocales(),78,80
org/apache/commons/math/fraction/BigFractionFormat.java,formatBigFraction(BigFraction),89,91
org/apache/commons/math/fraction/BigFractionFormat.java,getImproperInstance(),97,99
org/apache/commons/math/fraction/BigFractionFormat.java,getImproperInstance(Locale),106,108
org/apache/commons/math/fraction/BigFractionFormat.java,getProperInstance(),114,116
org/apache/commons/math/fraction/BigFractionFormat.java,getProperInstance(Locale),123,125
org/apache/commons/math/fraction/BigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),138,148
org/apache/commons/math/fraction/BigFractionFormat.java,format(Object|StringBuffer|FieldPosition),166,182
org/apache/commons/math/fraction/BigFractionFormat.java,parse(String),192,201
org/apache/commons/math/fraction/BigFractionFormat.java,parse(String|ParsePosition),211,261
org/apache/commons/math/fraction/BigFractionFormat.java,parseNextBigInteger(String|ParsePosition),271,289
org/apache/commons/math/fraction/FractionField.java,FractionField(),40,41
org/apache/commons/math/fraction/FractionField.java,getInstance(),46,48
org/apache/commons/math/fraction/FractionField.java,getOne(),51,53
org/apache/commons/math/fraction/FractionField.java,getZero(),56,58
org/apache/commons/math/fraction/FractionField.java,readResolve(),73,76
org/apache/commons/math/fraction/FractionFormat.java,FractionFormat(),47,48
org/apache/commons/math/fraction/FractionFormat.java,FractionFormat(NumberFormat),55,57
org/apache/commons/math/fraction/FractionFormat.java,FractionFormat(NumberFormat|NumberFormat),66,68
org/apache/commons/math/fraction/FractionFormat.java,getAvailableLocales(),75,77
org/apache/commons/math/fraction/FractionFormat.java,formatFraction(Fraction),86,88
org/apache/commons/math/fraction/FractionFormat.java,getImproperInstance(),94,96
org/apache/commons/math/fraction/FractionFormat.java,getImproperInstance(Locale),103,105
org/apache/commons/math/fraction/FractionFormat.java,getProperInstance(),111,113
org/apache/commons/math/fraction/FractionFormat.java,getProperInstance(Locale),120,122
org/apache/commons/math/fraction/FractionFormat.java,getDefaultNumberFormat(),130,132
org/apache/commons/math/fraction/FractionFormat.java,format(Fraction|StringBuffer|FieldPosition),145,156
org/apache/commons/math/fraction/FractionFormat.java,format(Object|StringBuffer|FieldPosition),173,193
org/apache/commons/math/fraction/FractionFormat.java,parse(String),203,212
org/apache/commons/math/fraction/FractionFormat.java,parse(String|ParsePosition),222,272
org/apache/commons/math/fraction/ProperFractionFormat.java,ProperFractionFormat(),50,52
org/apache/commons/math/fraction/ProperFractionFormat.java,ProperFractionFormat(NumberFormat),60,62
org/apache/commons/math/fraction/ProperFractionFormat.java,ProperFractionFormat(NumberFormat|NumberFormat|NumberFormat),74,77
