File,Line,Rank,Suspiciousness
org.apache.commons.math.stat.descriptive.moment.Variance,370,1,1.0000
org.apache.commons.math.stat.descriptive.moment.Mean,205,2,0.5000
org.apache.commons.math.stat.descriptive.moment.Variance,504,2,0.5000
org.apache.commons.math.stat.descriptive.summary.Sum,159,2,0.5000
org.apache.commons.math.stat.descriptive.moment.Variance,316,2,0.5000
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic,258,2,0.5000
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic,222,2,0.5000
org.apache.commons.math.stat.descriptive.moment.Variance,204,3,0.0156
org.apache.commons.math.stat.descriptive.summary.Sum,120,4,0.0128
org.apache.commons.math.stat.descriptive.moment.Variance,97,5,0.0127
org.apache.commons.math.stat.descriptive.moment.FirstMoment,117,6,0.0122
org.apache.commons.math.stat.descriptive.moment.SecondMoment,92,6,0.0122
org.apache.commons.math.stat.descriptive.moment.Mean,79,7,0.0116
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic,163,8,0.0090
org.apache.commons.math.stat.descriptive.summary.Sum,56,9,0.0081
org.apache.commons.math.util.FastMath,375,10,0.0068
org.apache.commons.math.stat.descriptive.moment.SecondMoment,60,11,0.0067
org.apache.commons.math.stat.descriptive.moment.FirstMoment,79,12,0.0063
org.apache.commons.math.stat.descriptive.AbstractStorelessUnivariateStatistic,35,13,0.0062
org.apache.commons.math.stat.descriptive.AbstractUnivariateStatistic,39,14,0.0061
org.apache.commons.math.util.FastMath,3495,15,0.0000
org.apache.commons.math.util.FastMath,807,15,0.0000
org.apache.commons.math.util.FastMath,826,15,0.0000
org.apache.commons.math.util.FastMath,939,15,0.0000
org.apache.commons.math.util.FastMath,948,15,0.0000
org.apache.commons.math.util.FastMath,1096,15,0.0000
org.apache.commons.math.util.FastMath,1106,15,0.0000
org.apache.commons.math.util.FastMath,1333,15,0.0000
org.apache.commons.math.util.FastMath,3656,15,0.0000
org.apache.commons.math.util.FastMath,3639,15,0.0000
org.apache.commons.math.util.FastMath,1375,15,0.0000
org.apache.commons.math.util.FastMath,1409,15,0.0000
org.apache.commons.math.util.FastMath,3627,15,0.0000
org.apache.commons.math.util.FastMath,1420,15,0.0000
org.apache.commons.math.util.FastMath,3674,15,0.0000
org.apache.commons.math.util.FastMath,783,15,0.0000
org.apache.commons.math.util.FastMath,767,15,0.0000
org.apache.commons.math.util.FastMath,3687,15,0.0000
org.apache.commons.math.stat.descriptive.moment.Mean,255,15,0.0000
org.apache.commons.math.stat.descriptive.moment.Mean,271,15,0.0000
org.apache.commons.math.util.FastMath,349,15,0.0000
org.apache.commons.math.util.FastMath,361,15,0.0000
org.apache.commons.math.util.FastMath$lnMant,3791,15,0.0000
org.apache.commons.math.util.FastMath,383,15,0.0000
org.apache.commons.math.util.FastMath,442,15,0.0000
org.apache.commons.math.util.FastMath,557,15,0.0000
org.apache.commons.math.util.FastMath,681,15,0.0000
org.apache.commons.math.util.FastMath,3696,15,0.0000
org.apache.commons.math.util.FastMath,689,15,0.0000
org.apache.commons.math.util.FastMath,719,15,0.0000
org.apache.commons.math.util.FastMath,750,15,0.0000
org.apache.commons.math.util.FastMath,759,15,0.0000
org.apache.commons.math.util.FastMath,1588,15,0.0000
org.apache.commons.math.util.FastMath,775,15,0.0000
org.apache.commons.math.util.FastMath,1608,15,0.0000
org.apache.commons.math.util.FastMath,1627,15,0.0000
org.apache.commons.math.util.FastMath,1751,15,0.0000
org.apache.commons.math.util.FastMath,3059,15,0.0000
org.apache.commons.math.util.FastMath,3143,15,0.0000
org.apache.commons.math.util.FastMath,3252,15,0.0000
org.apache.commons.math.util.FastMath,3308,15,0.0000
org.apache.commons.math.util.FastMath,3538,15,0.0000
org.apache.commons.math.util.FastMath,3513,15,0.0000
org.apache.commons.math.util.FastMath,3337,15,0.0000
org.apache.commons.math.util.FastMath,3364,15,0.0000
org.apache.commons.math.util.FastMath,3387,15,0.0000
org.apache.commons.math.util.FastMath,3410,15,0.0000
org.apache.commons.math.util.FastMath,3418,15,0.0000
org.apache.commons.math.util.FastMath,3427,15,0.0000
org.apache.commons.math.util.FastMath,3436,15,0.0000
org.apache.commons.math.util.FastMath,3445,15,0.0000
org.apache.commons.math.util.FastMath,3470,15,0.0000
org.apache.commons.math.util.FastMath,3044,15,0.0000
org.apache.commons.math.util.FastMath,3032,15,0.0000
org.apache.commons.math.util.FastMath,3023,15,0.0000
