File,Method,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double),29.0,14.0,2.0714285,1.0,0.0,0.0,12.0,0.42857143,3.0,5.0,8.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double[]),11.0,3.0,3.6666667,1.0,1.0,1.0,4.0,0.59183675,2.0,2.0,2.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(ScalarSampleStatistics),51.0,20.0,2.55,1.0,0.0,0.0,13.0,0.36180905,3.0,6.0,8.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,size(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.8051948,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMin(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.7733333,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMax(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.7733333,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMean(),6.0,1.0,6.0,0.0,0.0,0.0,2.0,0.7123288,1.0,1.0,2.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getStandardDeviation(),15.0,4.0,3.75,0.0,1.0,0.0,4.0,0.86416185,2.0,2.0,8.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[]),110.0,31.0,3.548387,1.0,3.0,6.0,22.0,0.37550202,4.0,9.0,19.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[][]),11.0,3.0,3.6666667,1.0,1.0,1.0,4.0,0.8305085,2.0,2.0,2.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(VectorialSampleStatistics),105.0,30.0,3.5,1.0,6.0,3.0,16.0,0.4052533,4.0,8.0,12.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,size(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.8051948,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMin(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.93203884,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMinIndices(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.8672199,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMax(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.93203884,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMaxIndices(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.8672199,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMean(),26.0,8.0,3.25,0.0,0.0,2.0,5.0,0.6041667,2.0,3.0,5.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getCovarianceMatrix(SymetricalMatrix),54.0,16.0,3.375,1.0,1.0,5.0,6.0,0.6801872,3.0,5.0,15.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/MatrixFactory.java,buildMatrix(int|int|double[]|int|int),43.0,12.0,3.5833333,5.0,0.0,0.0,6.0,0.6809745,3.0,6.0,10.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/MatrixFactory.java,buildMatrix(int|int|double[]),14.0,4.0,3.5,3.0,0.0,0.0,3.0,0.7134146,2.0,2.0,2.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,getInverse(double),6.0,1.0,6.0,1.0,1.0,0.0,1.0,0.7835498,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,solve(SquareMatrix|double),6.0,1.0,6.0,2.0,1.0,0.0,1.0,0.83576643,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,duplicate(),4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,setElement(int|int|double),13.0,5.0,2.6,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,selfAdd(SquareMatrix),42.0,8.0,5.25,1.0,0.0,1.0,5.0,0.4921466,2.0,3.0,15.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,selfSub(SquareMatrix),42.0,8.0,5.25,1.0,0.0,1.0,5.0,0.5095238,2.0,3.0,15.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getDeterminant(double),21.0,8.0,2.625,1.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,solve(Matrix|double),86.0,19.0,4.5263157,2.0,8.0,6.0,6.0,0.13308688,3.0,5.0,12.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getRangeForRow(int),5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getRangeForColumn(int),5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,computeLUFactorization(double),280.0,69.0,4.057971,1.0,2.0,21.0,21.0,0.17737003,4.0,13.0,48.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,duplicate(),4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,setElement(int|int|double),21.0,4.0,5.25,3.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,selfAdd(LowerTriangularMatrix),52.0,10.0,5.2,1.0,0.0,2.0,6.0,0.47931874,3.0,4.0,20.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,selfSub(LowerTriangularMatrix),52.0,10.0,5.2,1.0,0.0,2.0,6.0,0.4955357,3.0,4.0,20.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,getDeterminant(double),20.0,5.0,4.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,5.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,solve(Matrix|double),190.0,60.0,3.1666667,2.0,8.0,17.0,12.0,0.16623151,4.0,10.0,28.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,getRangeForRow(int),6.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,getRangeForColumn(int),5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,duplicate(),4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,setElement(int|int|double),21.0,4.0,5.25,3.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,getDeterminant(double),20.0,5.0,4.0,1.0,0.0,2.0,4.0,0.0,2.0,2.0,5.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,getInverse(double),33.0,8.0,4.125,1.0,1.0,2.0,6.0,0.0,3.0,3.0,7.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,solve(Matrix|double),59.0,13.0,4.5384617,2.0,3.0,6.0,7.0,0.0,3.0,4.0,14.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,getRangeForRow(int),6.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/DiagonalMatrix.java,getRangeForColumn(int),6.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/SymetricalMatrix.java,duplicate(),4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/92/src/mantissa/src/org/spaceroots/mantissa/linalg/SymetricalMatrix.java,setElement(int|int|double),22.0,4.0,5.5,3.0,1.0,0.0,2.0,0.7635379,2.0,2.0,4.0
