File,Line,Rank,Suspiciousness
org.apache.commons.math3.distribution.DiscreteDistribution,182,1,inf
org.apache.commons.math3.distribution.DiscreteDistribution,69,1,inf
org.apache.commons.math3.random.BitsStreamGenerator,90,2,0.5000
org.apache.commons.math3.random.Well19937c,86,2,0.5000
org.apache.commons.math3.distribution.DiscreteDistribution,157,2,0.5000
org.apache.commons.math3.distribution.AbstractRealDistribution,76,3,0.0833
org.apache.commons.math3.distribution.DiscreteRealDistribution,66,3,0.0833
org.apache.commons.math3.distribution.DiscreteRealDistribution,87,3,0.0833
org.apache.commons.math3.util.Pair,45,4,0.0476
org.apache.commons.math3.util.MathArrays,1249,4,0.0476
org.apache.commons.math3.random.RandomDataGenerator,131,4,0.0476
org.apache.commons.math3.random.AbstractWell,72,4,0.0476
org.apache.commons.math3.random.RandomDataImpl,114,4,0.0476
org.apache.commons.math3.util.Pair,74,4,0.0476
org.apache.commons.math3.distribution.DiscreteDistribution,86,4,0.0476
org.apache.commons.math3.random.BitsStreamGenerator,170,4,0.0476
org.apache.commons.math3.random.BitsStreamGenerator,40,4,0.0476
org.apache.commons.math3.util.Pair,65,4,0.0476
org.apache.commons.math3.random.AbstractWell,154,4,0.0476
org.apache.commons.math3.random.AbstractWell,94,4,0.0476
org.apache.commons.math3.random.Well19937c,57,4,0.0476
org.apache.commons.math3.random.AbstractWell,179,4,0.0476
org.apache.commons.math3.random.RandomDataImpl,401,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,415,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,383,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,363,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,431,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,493,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,461,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,472,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,485,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,518,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,532,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,550,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,565,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,447,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,336,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,293,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,307,5,0.0000
org.apache.commons.math3.exception.NotANumberException,35,5,0.0000
org.apache.commons.math3.exception.MathInternalError,37,5,0.0000
org.apache.commons.math3.exception.MathInternalError,46,5,0.0000
org.apache.commons.math3.exception.MathInternalError,56,5,0.0000
org.apache.commons.math3.exception.MathIllegalStateException,45,5,0.0000
org.apache.commons.math3.exception.MathIllegalStateException,60,5,0.0000
org.apache.commons.math3.exception.MathIllegalStateException,69,5,0.0000
org.apache.commons.math3.exception.MathIllegalStateException,74,5,0.0000
org.apache.commons.math3.exception.MathIllegalStateException,80,5,0.0000
org.apache.commons.math3.exception.MathIllegalStateException,86,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,126,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,320,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,136,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,161,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,166,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,186,5,0.0000
org.apache.commons.math3.random.RandomDataImpl,191,5,0.0000
