File,Line,Rank,Suspiciousness
org.apache.commons.math.util.FastMath,763,1,inf
org.apache.commons.math.util.FastMath,1527,1,inf
org.apache.commons.math.util.FastMath,1489,1,inf
org.apache.commons.math.util.FastMath,1446,1,inf
org.apache.commons.math.util.FastMath,1396,1,inf
org.apache.commons.math.util.FastMath,680,1,inf
org.apache.commons.math.util.FastMath,788,1,inf
org.apache.commons.math.util.FastMath,219,1,inf
org.apache.commons.math.util.FastMath,714,1,inf
org.apache.commons.math.util.FastMath,3044,1,inf
org.apache.commons.math.util.FastMath,730,1,inf
org.apache.commons.math.util.FastMath,750,1,inf
org.apache.commons.math.util.FastMath,878,1,inf
org.apache.commons.math.util.FastMath,823,1,inf
org.apache.commons.math.optimization.GoalType,27,1,inf
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,158,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,144,2,1.0000
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,72,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,90,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,84,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,78,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,72,2,1.0000
org.apache.commons.math.optimization.univariate.UnivariateRealPointValuePair,45,2,1.0000
org.apache.commons.math.optimization.univariate.UnivariateRealPointValuePair,56,2,1.0000
org.apache.commons.math.optimization.univariate.UnivariateRealPointValuePair,65,2,1.0000
org.apache.commons.math.util.MathUtils,417,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,65,2,1.0000
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer$1,191,2,1.0000
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer$1,194,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,36,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,120,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,106,2,1.0000
org.apache.commons.math.optimization.univariate.BrentOptimizer,76,2,1.0000
org.apache.commons.math.util.FastMath,3260,2,1.0000
org.apache.commons.math.random.JDKRandomGenerator,28,2,1.0000
org.apache.commons.math.util.FastMath,3016,2,1.0000
org.apache.commons.math.util.FastMath,3034,2,1.0000
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,146,2,1.0000
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,154,2,1.0000
org.apache.commons.math.optimization.univariate.MultiStartUnivariateRealOptimizer,191,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,55,2,1.0000
org.apache.commons.math.util.Incrementor,44,2,1.0000
org.apache.commons.math.util.Incrementor,28,2,1.0000
org.apache.commons.math.util.Incrementor,62,2,1.0000
org.apache.commons.math.util.MathUtils,479,2,1.0000
org.apache.commons.math.util.Incrementor,84,2,1.0000
org.apache.commons.math.util.Incrementor,93,2,1.0000
org.apache.commons.math.util.FastMath,3224,2,1.0000
org.apache.commons.math.optimization.univariate.BrentOptimizer,90,2,1.0000
org.apache.commons.math.util.Incrementor,53,2,1.0000
org.apache.commons.math.optimization.univariate.AbstractUnivariateRealOptimizer,60,2,1.0000
org.apache.commons.math.util.MathUtils,509,3,0.0000
org.apache.commons.math.util.MathUtils,442,3,0.0000
org.apache.commons.math.util.MathUtils,523,3,0.0000
org.apache.commons.math.util.MathUtils,548,3,0.0000
org.apache.commons.math.util.MathUtils,456,3,0.0000
org.apache.commons.math.util.MathUtils,271,3,0.0000
org.apache.commons.math.util.MathUtils,405,3,0.0000
org.apache.commons.math.util.FastMath,3025,3,0.0000
org.apache.commons.math.util.FastMath,3066,3,0.0000
org.apache.commons.math.util.FastMath,3110,3,0.0000
org.apache.commons.math.util.FastMath,3137,3,0.0000
org.apache.commons.math.util.FastMath,3160,3,0.0000
org.apache.commons.math.util.FastMath,3180,3,0.0000
org.apache.commons.math.util.FastMath,3188,3,0.0000
org.apache.commons.math.util.FastMath,3197,3,0.0000
org.apache.commons.math.util.FastMath,3206,3,0.0000
org.apache.commons.math.util.FastMath,3215,3,0.0000
org.apache.commons.math.util.MathUtils,429,3,0.0000
org.apache.commons.math.util.FastMath,3233,3,0.0000
org.apache.commons.math.util.FastMath,3251,3,0.0000
org.apache.commons.math.util.MathUtils,88,3,0.0000
org.apache.commons.math.util.MathUtils,102,3,0.0000
org.apache.commons.math.util.MathUtils,120,3,0.0000
org.apache.commons.math.util.MathUtils,136,3,0.0000
org.apache.commons.math.util.MathUtils,195,3,0.0000
org.apache.commons.math.util.MathUtils,585,3,0.0000
org.apache.commons.math.util.MathUtils,312,3,0.0000
org.apache.commons.math.util.MathUtils,366,3,0.0000
org.apache.commons.math.util.MathUtils,389,3,0.0000
org.apache.commons.math.util.FastMath,3242,3,0.0000
org.apache.commons.math.util.MathUtils,618,3,0.0000
org.apache.commons.math.util.MathUtils,987,3,0.0000
org.apache.commons.math.util.MathUtils,688,3,0.0000
org.apache.commons.math.util.MathUtils,1497,3,0.0000
org.apache.commons.math.util.MathUtils,1521,3,0.0000
org.apache.commons.math.util.MathUtils,1551,3,0.0000
org.apache.commons.math.util.MathUtils,1581,3,0.0000
org.apache.commons.math.util.MathUtils,1611,3,0.0000
org.apache.commons.math.util.MathUtils,1641,3,0.0000
org.apache.commons.math.util.MathUtils,1661,3,0.0000
org.apache.commons.math.util.MathUtils,1691,3,0.0000
org.apache.commons.math.util.MathUtils,1719,3,0.0000
org.apache.commons.math.util.MathUtils,1734,3,0.0000
org.apache.commons.math.util.MathUtils,1749,3,0.0000
org.apache.commons.math.util.MathUtils,1765,3,0.0000
org.apache.commons.math.util.MathUtils,1478,3,0.0000
org.apache.commons.math.util.MathUtils,1781,3,0.0000
org.apache.commons.math.util.MathUtils,1822,3,0.0000
org.apache.commons.math.util.MathUtils,1869,3,0.0000
org.apache.commons.math.util.MathUtils,1932,3,0.0000
org.apache.commons.math.exception.NonMonotonousSequenceException,63,3,0.0000
org.apache.commons.math.exception.NonMonotonousSequenceException,82,3,0.0000
org.apache.commons.math.exception.NonMonotonousSequenceException,101,3,0.0000
org.apache.commons.math.exception.NonMonotonousSequenceException,107,3,0.0000
org.apache.commons.math.exception.NonMonotonousSequenceException,115,3,0.0000
org.apache.commons.math.exception.NonMonotonousSequenceException,121,3,0.0000
org.apache.commons.math.util.MathUtils$OrderDirection,1806,3,0.0000
org.apache.commons.math.util.MathUtils$OrderDirection,1806,3,0.0000
org.apache.commons.math.util.MathUtils$OrderDirection,1806,3,0.0000
org.apache.commons.math.util.MathUtils,1796,3,0.0000
org.apache.commons.math.util.MathUtils,643,3,0.0000
org.apache.commons.math.util.MathUtils,1464,3,0.0000
org.apache.commons.math.util.MathUtils,1438,3,0.0000
org.apache.commons.math.util.MathUtils,777,3,0.0000
org.apache.commons.math.util.MathUtils,843,3,0.0000
org.apache.commons.math.util.MathUtils,854,3,0.0000
org.apache.commons.math.util.MathUtils,865,3,0.0000
org.apache.commons.math.util.MathUtils,877,3,0.0000
org.apache.commons.math.util.MathUtils,891,3,0.0000
org.apache.commons.math.util.MathUtils,904,3,0.0000
org.apache.commons.math.util.MathUtils,914,3,0.0000
org.apache.commons.math.util.MathUtils,925,3,0.0000
org.apache.commons.math.util.MathUtils,952,3,0.0000
org.apache.commons.math.util.FastMath,3007,3,0.0000
org.apache.commons.math.util.MathUtils,1016,3,0.0000
org.apache.commons.math.util.MathUtils,1453,3,0.0000
org.apache.commons.math.util.MathUtils,1030,3,0.0000
org.apache.commons.math.util.MathUtils,1104,3,0.0000
org.apache.commons.math.util.MathUtils,1139,3,0.0000
org.apache.commons.math.util.MathUtils,1165,3,0.0000
org.apache.commons.math.util.MathUtils,1208,3,0.0000
org.apache.commons.math.util.MathUtils,1225,3,0.0000
org.apache.commons.math.util.MathUtils,1248,3,0.0000
org.apache.commons.math.util.MathUtils,1264,3,0.0000
org.apache.commons.math.util.MathUtils,1283,3,0.0000
org.apache.commons.math.util.MathUtils,1373,3,0.0000
org.apache.commons.math.util.MathUtils,1389,3,0.0000
org.apache.commons.math.util.MathUtils,1407,3,0.0000
org.apache.commons.math.util.MathUtils,1424,3,0.0000
org.apache.commons.math.util.MathUtils,1049,3,0.0000
org.apache.commons.math.util.FastMath,2991,3,0.0000
org.apache.commons.math.util.FastMath,1218,3,0.0000
org.apache.commons.math.util.FastMath,2889,3,0.0000
org.apache.commons.math.FunctionEvaluationException,199,3,0.0000
org.apache.commons.math.FunctionEvaluationException,209,3,0.0000
org.apache.commons.math.MathException,57,3,0.0000
org.apache.commons.math.MathException,72,3,0.0000
org.apache.commons.math.MathException,83,3,0.0000
org.apache.commons.math.MathException,96,3,0.0000
org.apache.commons.math.MathException,114,3,0.0000
org.apache.commons.math.MathException,128,3,0.0000
org.apache.commons.math.MathException,141,3,0.0000
org.apache.commons.math.MathException,150,3,0.0000
org.apache.commons.math.MathException,159,3,0.0000
org.apache.commons.math.MathException,170,3,0.0000
org.apache.commons.math.MathException,179,3,0.0000
org.apache.commons.math.MathException,185,3,0.0000
org.apache.commons.math.MathException,193,3,0.0000
org.apache.commons.math.MathException,203,3,0.0000
