File,Line,Rank,Suspiciousness
org.apache.commons.math.ConvergenceException,44,1,inf
org.apache.commons.math.MathException,265,1,inf
org.apache.commons.math.MathException,113,1,inf
org.apache.commons.math.MathException,83,1,inf
org.apache.commons.math.MathException,151,1,inf
org.apache.commons.math.MaxIterationsExceededException,36,1,inf
org.apache.commons.math.MathException,235,1,inf
org.apache.commons.math.distribution.NormalDistributionImpl,109,2,0.1429
org.apache.commons.math.special.Erf,56,2,0.1429
org.apache.commons.math.special.Gamma,158,3,0.0833
org.apache.commons.math.special.Gamma,90,3,0.0833
org.apache.commons.math.distribution.NormalDistributionImpl,50,4,0.0526
org.apache.commons.math.distribution.AbstractDistribution,38,4,0.0526
org.apache.commons.math.distribution.NormalDistributionImpl,93,4,0.0526
org.apache.commons.math.distribution.NormalDistributionImpl,76,4,0.0526
org.apache.commons.math.distribution.AbstractContinuousDistribution,45,4,0.0526
org.apache.commons.math.MathException,251,5,0.0000
org.apache.commons.math.distribution.AbstractDistribution,60,5,0.0000
org.apache.commons.math.distribution.AbstractContinuousDistribution,61,5,0.0000
org.apache.commons.math.special.Gamma$1,243,5,0.0000
org.apache.commons.math.special.Gamma$1,248,5,0.0000
org.apache.commons.math.special.Gamma$1,252,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,171,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,60,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,68,5,0.0000
org.apache.commons.math.MathException,242,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,84,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,191,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,129,5,0.0000
org.apache.commons.math.distribution.NormalDistributionImpl,150,5,0.0000
org.apache.commons.math.special.Erf,38,5,0.0000
org.apache.commons.math.util.ContinuedFraction,51,5,0.0000
org.apache.commons.math.MathException,208,5,0.0000
org.apache.commons.math.MathException,216,5,0.0000
org.apache.commons.math.util.ContinuedFraction,79,5,0.0000
org.apache.commons.math.util.ContinuedFraction,90,5,0.0000
org.apache.commons.math.util.ContinuedFraction,101,5,0.0000
org.apache.commons.math.util.ContinuedFraction,133,5,0.0000
org.apache.commons.math.special.Gamma,67,5,0.0000
org.apache.commons.math.special.Gamma,120,5,0.0000
org.apache.commons.math.special.Gamma,200,5,0.0000
org.apache.commons.math.special.Gamma,233,5,0.0000
org.apache.commons.math.MaxIterationsExceededException,50,5,0.0000
org.apache.commons.math.MaxIterationsExceededException,58,5,0.0000
org.apache.commons.math.ConvergenceException,34,5,0.0000
org.apache.commons.math.ConvergenceException,52,5,0.0000
org.apache.commons.math.ConvergenceException,63,5,0.0000
org.apache.commons.math.ConvergenceException,77,5,0.0000
org.apache.commons.math.ConvergenceException,89,5,0.0000
org.apache.commons.math.MathException,123,5,0.0000
org.apache.commons.math.MathException,137,5,0.0000
org.apache.commons.math.MathException,165,5,0.0000
org.apache.commons.math.MathException,181,5,0.0000
org.apache.commons.math.MathException,197,5,0.0000
org.apache.commons.math.distribution.AbstractContinuousDistribution$1,68,5,0.0000
org.apache.commons.math.MathException,226,5,0.0000
org.apache.commons.math.distribution.AbstractContinuousDistribution$1,72,5,0.0000
