File,Method,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(),2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.7777778,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat),8.0,1.0,8.0,1.0,2.0,0.0,3.0,0.7254902,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat|NumberFormat|NumberFormat),5.0,2.0,2.5,3.0,1.0,0.0,1.0,0.794702,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),58.0,17.0,3.4117646,3.0,17.0,3.0,8.0,0.4083851,3.0,3.0,3.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,getWholeFormat(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.7017544,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,parse(String|ParsePosition),247.0,76.0,3.25,2.0,24.0,8.0,17.0,0.3819797,2.0,9.0,18.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/ProperBigFractionFormat.java,setWholeFormat(NumberFormat),12.0,4.0,3.0,1.0,0.0,0.0,2.0,0.5340314,2.0,2.0,2.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat),2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.93125,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat|NumberFormat),3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.8531746,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,getAvailableLocales(),3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.7743902,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,formatBigFraction(BigFraction),4.0,1.0,4.0,1.0,2.0,0.0,1.0,0.81920904,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,getImproperInstance(),4.0,1.0,4.0,0.0,2.0,0.0,1.0,0.6554622,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,getImproperInstance(Locale),5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.7157895,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,getProperInstance(),4.0,1.0,4.0,0.0,2.0,0.0,1.0,0.6666667,1.0,1.0,0.0
src/main/resources/Math/57/src/main/java/org/apache/commons/math/fraction/BigFractionFormat.java,getProperInstance(Locale),5.0,1.0,5.0,1.0,1.0,0.0,1.0,0.6938776,1.0,1.0,0.0
