File,Line,Rank,Suspiciousness
org.apache.commons.math3.optimization.direct.CMAESOptimizer,240,1,inf
org.apache.commons.math3.optimization.direct.CMAESOptimizer,247,1,inf
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,990,2,0.5000
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,1009,2,0.5000
org.apache.commons.math3.linear.Array2DRowRealMatrix,270,3,0.0714
org.apache.commons.math3.linear.Array2DRowRealMatrix,524,3,0.0714
org.apache.commons.math3.linear.Array2DRowRealMatrix,543,3,0.0714
org.apache.commons.math3.linear.Array2DRowRealMatrix,79,3,0.0714
org.apache.commons.math3.linear.TriDiagonalTransformer,175,3,0.0714
org.apache.commons.math3.linear.AbstractRealMatrix,521,3,0.0714
org.apache.commons.math3.linear.AbstractRealMatrix,534,3,0.0714
org.apache.commons.math3.linear.AbstractRealMatrix,616,3,0.0714
org.apache.commons.math3.linear.TriDiagonalTransformer,62,3,0.0714
org.apache.commons.math3.linear.TriDiagonalTransformer,86,3,0.0714
org.apache.commons.math3.linear.RealVector,60,3,0.0714
org.apache.commons.math3.linear.TriDiagonalTransformer,98,3,0.0714
org.apache.commons.math3.linear.Array2DRowRealMatrix,252,3,0.0714
org.apache.commons.math3.linear.TriDiagonalTransformer,185,3,0.0714
org.apache.commons.math3.linear.TriDiagonalTransformer,193,3,0.0714
org.apache.commons.math3.linear.EigenDecomposition,115,3,0.0714
org.apache.commons.math3.linear.ArrayRealVector,610,3,0.0714
org.apache.commons.math3.linear.ArrayRealVector,600,3,0.0714
org.apache.commons.math3.linear.MatrixUtils,130,3,0.0714
org.apache.commons.math3.linear.MatrixUtils,216,3,0.0714
org.apache.commons.math3.linear.ArrayRealVector,85,3,0.0714
org.apache.commons.math3.util.Precision,96,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1326,3,0.0714
org.apache.commons.math3.util.Precision,272,3,0.0714
org.apache.commons.math3.linear.EigenDecomposition,567,3,0.0714
org.apache.commons.math3.linear.EigenDecomposition,555,3,0.0714
org.apache.commons.math3.linear.EigenDecomposition,247,3,0.0714
org.apache.commons.math3.linear.EigenDecomposition,223,3,0.0714
org.apache.commons.math3.linear.EigenDecomposition,192,3,0.0714
org.apache.commons.math3.util.MathUtils,264,3,0.0714
org.apache.commons.math3.util.Precision,330,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1314,3,0.0714
org.apache.commons.math3.util.FastMath,2974,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1129,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1115,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1085,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,768,3,0.0714
org.apache.commons.math3.optimization.direct.CMAESOptimizer,696,3,0.0714
org.apache.commons.math3.util.Incrementor,155,4,0.0667
org.apache.commons.math3.random.MersenneTwister,233,4,0.0667
org.apache.commons.math3.util.FastMath,3507,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,339,4,0.0667
org.apache.commons.math3.random.BitsStreamGenerator,85,4,0.0667
org.apache.commons.math3.random.BitsStreamGenerator,99,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1286,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,402,4,0.0667
org.apache.commons.math3.util.FastMath,3396,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,418,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,506,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,523,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,541,4,0.0667
org.apache.commons.math3.util.FastMath,2992,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1025,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,389,4,0.0667
org.apache.commons.math3.optimization.AbstractConvergenceChecker,92,4,0.0667
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,41,4,0.0667
org.apache.commons.math3.optimization.AbstractConvergenceChecker,85,4,0.0667
org.apache.commons.math3.util.FastMath$CodyWaite,3833,4,0.0667
org.apache.commons.math3.optimization.SimpleValueChecker,77,4,0.0667
org.apache.commons.math3.util.FastMath$CodyWaite,3839,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$DoubleIndex,851,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$DoubleIndex,844,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1170,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1181,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,982,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,947,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,930,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,921,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,905,4,0.0667
org.apache.commons.math3.util.FastMath$CodyWaite,3827,4,0.0667
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,34,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,67,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,56,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,818,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1054,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1070,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1100,4,0.0667
org.apache.commons.math3.linear.RealLinearOperator,53,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,805,4,0.0667
org.apache.commons.math3.util.FastMath,375,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,873,4,0.0667
org.apache.commons.math3.util.Incrementor,105,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,638,4,0.0667
org.apache.commons.math3.util.FastMath,1096,4,0.0667
org.apache.commons.math3.util.FastMath,1106,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,598,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,561,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,559,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1146,4,0.0667
org.apache.commons.math3.util.FastMath,1653,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer$FitnessFunction,895,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,79,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,96,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,112,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,126,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,141,4,0.0667
org.apache.commons.math3.linear.DefaultRealMatrixPreservingVisitor,30,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,280,4,0.0667
org.apache.commons.math3.util.FastMath,2268,4,0.0667
org.apache.commons.math3.util.FastMath,2201,4,0.0667
org.apache.commons.math3.util.FastMath,1816,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix,466,4,0.0667
org.apache.commons.math3.util.FastMath,1692,4,0.0667
org.apache.commons.math3.util.FastMath,1673,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1300,4,0.0667
org.apache.commons.math3.linear.MatrixUtils,81,4,0.0667
org.apache.commons.math3.util.FastMath$CodyWaite,3785,4,0.0667
org.apache.commons.math3.optimization.direct.CMAESOptimizer,1040,4,0.0667
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateOptimizer,72,4,0.0667
org.apache.commons.math3.linear.Array2DRowRealMatrix,61,4,0.0667
org.apache.commons.math3.linear.AbstractRealMatrix$2,280,4,0.0667
