File,Line,Rank,Suspiciousness
org.apache.commons.math.exception.MathIllegalStateException,86,1,inf
org.apache.commons.math.exception.MathIllegalStateException,80,1,inf
org.apache.commons.math.exception.MathIllegalStateException,74,2,1.0000
org.apache.commons.math.util.Incrementor$1,65,2,1.0000
org.apache.commons.math.exception.TooManyEvaluationsException,37,2,1.0000
org.apache.commons.math.exception.MaxCountExceededException,42,2,1.0000
org.apache.commons.math.exception.MaxCountExceededException,53,2,1.0000
org.apache.commons.math.exception.MaxCountExceededException,62,2,1.0000
org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,393,2,1.0000
org.apache.commons.math.exception.MathIllegalStateException,45,2,1.0000
org.apache.commons.math.exception.MathIllegalStateException,69,2,1.0000
org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,124,3,0.2500
org.apache.commons.math.analysis.solvers.AbstractUnivariateRealSolver,59,3,0.2500
org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,365,4,0.0417
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,140,5,0.0400
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,134,5,0.0400
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,128,5,0.0400
org.apache.commons.math.analysis.solvers.BracketingNthOrderBrentSolver,146,6,0.0385
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,153,7,0.0370
org.apache.commons.math.util.MathUtils,257,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,294,7,0.0370
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,336,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,268,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,187,7,0.0370
org.apache.commons.math.analysis.solvers.UnivariateRealSolverUtils,354,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,110,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,122,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,116,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,173,7,0.0370
org.apache.commons.math.analysis.solvers.BaseAbstractUnivariateRealSolver,92,8,0.0312
org.apache.commons.math.util.Precision,277,9,0.0147
org.apache.commons.math.util.FastMath,3005,9,0.0147
org.apache.commons.math.util.Incrementor,150,10,0.0137
org.apache.commons.math.util.FastMath,3538,11,0.0133
org.apache.commons.math.util.FastMath,3023,12,0.0122
org.apache.commons.math.util.Incrementor,91,13,0.0119
org.apache.commons.math.util.Incrementor,159,13,0.0119
org.apache.commons.math.util.Incrementor,52,14,0.0114
