File,Method,From,To
org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(),49,51
org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat),59,61
org/apache/commons/math/fraction/ProperBigFractionFormat.java,ProperBigFractionFormat(NumberFormat|NumberFormat|NumberFormat),70,75
org/apache/commons/math/fraction/ProperBigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),87,111
org/apache/commons/math/fraction/ProperBigFractionFormat.java,getWholeFormat(),117,119
org/apache/commons/math/fraction/ProperBigFractionFormat.java,parse(String|ParsePosition),133,225
org/apache/commons/math/fraction/ProperBigFractionFormat.java,setWholeFormat(NumberFormat),233,239
org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(),49,50
org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat),57,59
org/apache/commons/math/fraction/BigFractionFormat.java,BigFractionFormat(NumberFormat|NumberFormat),67,70
org/apache/commons/math/fraction/BigFractionFormat.java,getAvailableLocales(),77,79
org/apache/commons/math/fraction/BigFractionFormat.java,formatBigFraction(BigFraction),88,90
org/apache/commons/math/fraction/BigFractionFormat.java,getImproperInstance(),96,98
org/apache/commons/math/fraction/BigFractionFormat.java,getImproperInstance(Locale),105,107
org/apache/commons/math/fraction/BigFractionFormat.java,getProperInstance(),113,115
org/apache/commons/math/fraction/BigFractionFormat.java,getProperInstance(Locale),122,124
org/apache/commons/math/fraction/BigFractionFormat.java,format(BigFraction|StringBuffer|FieldPosition),136,147
org/apache/commons/math/fraction/BigFractionFormat.java,format(Object|StringBuffer|FieldPosition),163,181
org/apache/commons/math/fraction/BigFractionFormat.java,parse(String),190,200
org/apache/commons/math/fraction/BigFractionFormat.java,parse(String|ParsePosition),209,260
org/apache/commons/math/fraction/BigFractionFormat.java,parseNextBigInteger(String|ParsePosition),269,288
org/apache/commons/math/fraction/FractionField.java,FractionField(),40,41
org/apache/commons/math/fraction/FractionField.java,getInstance(),46,48
org/apache/commons/math/fraction/FractionField.java,getOne(),51,53
org/apache/commons/math/fraction/FractionField.java,getZero(),56,58
org/apache/commons/math/fraction/FractionField.java,readResolve(),73,76
org/apache/commons/math/fraction/FractionFormat.java,FractionFormat(),46,47
org/apache/commons/math/fraction/FractionFormat.java,FractionFormat(NumberFormat),54,56
org/apache/commons/math/fraction/FractionFormat.java,FractionFormat(NumberFormat|NumberFormat),64,67
org/apache/commons/math/fraction/FractionFormat.java,getAvailableLocales(),74,76
org/apache/commons/math/fraction/FractionFormat.java,formatFraction(Fraction),85,87
org/apache/commons/math/fraction/FractionFormat.java,getImproperInstance(),93,95
org/apache/commons/math/fraction/FractionFormat.java,getImproperInstance(Locale),102,104
org/apache/commons/math/fraction/FractionFormat.java,getProperInstance(),110,112
org/apache/commons/math/fraction/FractionFormat.java,getProperInstance(Locale),119,121
org/apache/commons/math/fraction/FractionFormat.java,getDefaultNumberFormat(),129,131
org/apache/commons/math/fraction/FractionFormat.java,format(Fraction|StringBuffer|FieldPosition),143,155
org/apache/commons/math/fraction/FractionFormat.java,format(Object|StringBuffer|FieldPosition),170,192
org/apache/commons/math/fraction/FractionFormat.java,parse(String),201,211
org/apache/commons/math/fraction/FractionFormat.java,parse(String|ParsePosition),220,271
