File,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/functions/scalar/ComputableFunctionSamplerTest.java,46.99999999999999,7.545454545454544,5.556129390909091,0.4545454545454546,10.181818181818182,1.0,7.818181818181817,0.0,1.363636363636364,1.9090909090909092,5.2727272727272725
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,30.90909090909091,9.181818181818182,3.3945503363636367,0.36363636363636365,1.3636363636363633,1.5454545454545454,5.818181818181817,0.7201033909090909,1.9090909090909087,2.9999999999999996,4.818181818181818
src/main/resources/Math/79/src/main/java/org/apache/commons/math/optimization/MultiStartDifferentiableMultivariateVectorialOptimizer.java,20.714285714285715,5.785714285714286,2.861591721428571,0.9285714285714285,1.5714285714285712,0.6428571428571428,2.999999999999999,0.28894772928571427,1.3571428571428568,1.9999999999999996,2.071428571428571
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/algebra/RationalNumber.java,11.677419354838708,2.483870967741935,6.09523808064516,0.6451612903225803,2.2903225806451606,0.16129032258064516,2.161290322580644,0.6912809022580645,1.2258064516129024,1.3548387096774188,1.161290322580645
src/main/resources/Math/79/src/main/java/org/apache/commons/math/optimization/general/AbstractLeastSquaresOptimizer.java,22.833333333333332,5.888888888888889,3.1304894333333335,0.38888888888888884,1.2222222222222223,1.2777777777777777,3.1666666666666665,0.3716951611111111,1.6111111111111112,1.9444444444444446,2.3333333333333335
src/main/resources/Math/79/src/main/java/org/apache/commons/math/optimization/fitting/PolynomialFitter.java,16.200000000000003,4.2,4.06952378,1.7999999999999998,0.6000000000000001,1.0,2.8,0.4773632930000001,1.6,1.7999999999999998,1.6
src/main/resources/Math/79/src/main/java/org/apache/commons/math/ode/nonstiff/AdamsIntegrator.java,7.6000000000000005,1.4,5.2,4.0,1.0,0.0,1.4,0.69509863,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/algebra/Polynomial.java,22.779661016949156,5.610169491525421,5.050286211864405,1.1525423728813553,1.8644067796610164,0.9830508474576272,4.016949152542371,0.6395934118644069,1.7796610169491516,2.4406779661016933,3.1186440677966103
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/functions/vectorial/BasicSampledFunctionIteratorTest.java,17.083333333333332,4.833333333333333,3.2085317166666663,0.49999999999999994,1.6666666666666665,0.75,2.916666666666667,0.0,1.4166666666666667,1.833333333333333,1.7499999999999998
src/main/resources/Math/79/src/main/java/org/apache/commons/math/ode/sampling/StepNormalizer.java,33.0,9.25,2.77801725,1.0,4.5,0.5,3.75,0.6614575724999999,1.5,2.0,2.75
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/algebra/PolynomialFraction.java,24.0,5.842105263157894,6.746712936842106,0.8421052631578945,3.999999999999999,0.8421052631578947,3.6315789473684212,0.583842317368421,1.3684210526315788,2.1052631578947363,1.4210526315789473
src/main/resources/Math/79/src/main/java/org/apache/commons/math/linear/TriDiagonalTransformer.java,67.125,14.75,3.0999189000000005,0.125,2.875,4.125,9.0,0.60658898875,2.75,3.75,11.75
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/quadrature/scalar/AllTests.java,15.0,3.0,5.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/optimization/linear/NoFeasibleSolutionException.java,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.6166667,1.0,1.0,0.0
src/main/resources/Math/79/src/experimental/org/apache/commons/math/function/simple/Power.java,4.75,1.0,4.75,0.75,1.0,0.0,2.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/quadrature/vectorial/EnhancedSimpsonIntegrator.java,20.0,9.0,2.2222223,1.0,1.0,2.0,3.0,0.0,3.0,4.0,1.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/ode/nonstiff/HighamHall54StepInterpolator.java,64.75,5.75,4.9,0.75,0.0,4.25,15.75,0.5198094615,1.25,1.25,26.75
src/main/resources/Math/79/src/main/java/org/apache/commons/math/stat/descriptive/rank/Percentile.java,16.9,4.3,3.78214285,1.4000000000000001,1.2000000000000002,0.9,2.5,0.776389125,1.2000000000000002,1.6000000000000003,2.5
src/main/resources/Math/79/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtilsTest.java,18.25,3.75,4.7916665,0.25,2.5,1.75,2.5,0.034591195,1.25,1.5,1.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/geometry/NotARotationMatrixException.java,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.8882353,1.0,1.0,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/estimation/EstimationException.java,3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.8882353,1.0,1.0,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/stat/descriptive/SynchronizedDescriptiveStatistics.java,3.7333333333333334,1.4,2.9066666666666667,0.5333333333333333,0.8666666666666666,0.06666666666666667,1.2,0.4734027826666667,1.1333333333333333,1.1333333333333333,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/linear/SingularMatrixException.java,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.65,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/functions/vectorial/ComputableFunctionSamplerTest.java,56.15384615384615,8.230769230769232,5.228021938461539,0.38461538461538464,10.153846153846155,0.9230769230769231,9.153846153846153,0.0,1.307692307692308,1.7692307692307692,6.76923076923077
src/main/resources/Math/79/src/main/java/org/apache/commons/math/random/CorrelatedRandomVectorGenerator.java,55.142857142857146,14.571428571428571,2.9836734714285713,1.2857142857142856,1.714285714285714,4.285714285714286,6.999999999999999,0.7354505014285715,2.1428571428571423,3.7142857142857135,6.428571428571428
src/main/resources/Math/79/src/main/java/org/apache/commons/math/random/MersenneTwister.java,45.0,10.25,4.546108675,0.875,1.25,2.125,6.375,0.680997375,1.625,2.25,12.25
src/main/resources/Math/79/src/main/java/org/apache/commons/math/analysis/solvers/NewtonSolver.java,14.666666666666664,4.166666666666666,5.324999999999999,2.1666666666666665,2.0,0.6666666666666666,2.0,0.594885975,1.5,1.6666666666666665,1.1666666666666665
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/utilities/MappableArray.java,6.833333333333332,1.5,5.083333333333333,1.0,0.6666666666666666,0.16666666666666666,1.833333333333333,0.6665845266666666,1.1666666666666665,1.1666666666666665,0.3333333333333333
src/main/resources/Math/79/src/main/java/org/apache/commons/math/util/ResizableDoubleArray.java,22.263157894736842,5.473684210526314,3.5727035894736856,0.8421052631578944,1.3157894736842106,0.2894736842105263,3.6315789473684217,0.6649261686842107,1.5263157894736838,2.0263157894736845,2.4736842105263155
src/main/resources/Math/79/src/experimental/org/apache/commons/math/analysis/UnivariateRealFunctionUtils.java,4.0,1.0,4.0,1.5,0.75,0.0,1.0,0.201923075,1.0,1.0,0.0
src/main/resources/Math/79/src/experimental/org/apache/commons/math/function/simple/Subtract.java,4.25,1.0,4.25,0.75,0.75,0.0,2.0,0.0,1.0,1.0,0.25
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/functions/vectorial/AllTests.java,23.0,5.0,4.6,0.0,6.0,1.0,8.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/ode/nonstiff/DormandPrince853StepInterpolator.java,96.44444444444444,14.888888888888888,4.834220422222223,1.1111111111111112,2.2222222222222223,4.444444444444445,14.0,0.2213590828888889,2.0,3.2222222222222223,22.777777777777775
src/main/resources/Math/79/src/main/java/org/apache/commons/math/estimation/AbstractEstimator.java,31.416666666666664,7.416666666666666,3.5948413083333333,0.49999999999999994,2.8333333333333326,2.6666666666666665,3.416666666666666,0.5295275858333333,1.7499999999999998,2.0833333333333335,3.2499999999999996
src/main/resources/Math/79/src/main/java/org/apache/commons/math/analysis/interpolation/NevilleInterpolator.java,5.0,1.0,5.0,2.0,0.0,0.0,1.0,0.82403433,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/quadrature/vectorial/GaussLegendreIntegratorTest.java,40.28571428571428,8.142857142857142,4.268885285714285,0.9999999999999999,1.2857142857142856,2.714285714285714,5.857142857142857,0.02402022714285714,1.9999999999999996,2.4285714285714284,9.857142857142858
src/main/resources/Math/79/src/main/java/org/apache/commons/math/distribution/PoissonDistributionImpl.java,11.999999999999998,3.2000000000000006,3.4595238100000008,0.9999999999999999,1.3000000000000003,0.1,2.1000000000000005,0.7982609350000001,1.3,1.6000000000000005,1.7000000000000002
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/linalg/MatrixFactoryTest.java,11.375,2.5,5.234375,0.125,1.5,0.75,2.0,0.0,1.125,1.25,0.0
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/utilities/IntervalsListTest.java,51.714285714285715,5.142857142857143,8.039682385714285,2.142857142857143,6.428571428571428,1.1428571428571428,9.999999999999998,0.0,1.1428571428571428,1.1428571428571428,0.9999999999999999
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/linalg/AllTests.java,42.0,10.0,4.2,0.0,16.0,1.0,18.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/AllTests.java,65.0,9.0,7.2222223,0.0,14.0,1.0,16.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/fraction/BigFractionField.java,3.4000000000000004,1.0,2.5000000000000004,0.0,0.0,0.0,1.2000000000000002,0.5865483,1.0,1.0,0.0
src/main/resources/Math/79/src/experimental/org/apache/commons/math/linear/CholeskySolver.java,35.0,8.25,2.7482113000000004,0.625,1.125,2.375,5.875,0.6920184725,1.5,2.0,5.375
src/main/resources/Math/79/src/main/java/org/apache/commons/math/DuplicateSampleAbscissaException.java,9.5,1.0,9.5,1.5,1.0,0.0,1.0,0.6618437500000001,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/utilities/ArrayMapperTest.java,20.230769230769226,4.23076923076923,4.065018307692308,0.6923076923076924,3.153846153846154,0.5384615384615385,4.384615384615385,0.0,1.3076923076923075,1.3076923076923075,2.5384615384615383
src/main/resources/Math/79/src/main/java/org/apache/commons/math/util/DefaultTransformer.java,20.333333333333332,6.666666666666667,2.7727272666666662,0.6666666666666666,1.6666666666666665,0.0,2.6666666666666665,0.3560115466666667,1.6666666666666665,3.0,2.333333333333333
src/main/resources/Math/79/src/main/java/org/apache/commons/math/stat/descriptive/moment/StandardDeviation.java,4.823529411764706,1.1176470588235294,4.470588235294117,1.1176470588235294,1.0588235294117647,0.058823529411764705,1.1764705882352942,0.6728200241176469,1.0,1.0,0.0
src/main/resources/Math/79/src/experimental/org/apache/commons/math/util/BeanTransformerTest.java,16.333333333333332,4.999999999999999,3.4999999999999996,0.0,2.1666666666666665,1.9999999999999998,2.5,0.017353787333333332,1.3333333333333333,1.6666666666666667,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/stat/correlation/SpearmansCorrelation.java,11.0,2.4444444444444446,4.03518521111111,0.8888888888888888,1.6666666666666665,0.2222222222222222,2.4444444444444446,0.6557672933333333,1.2222222222222223,1.3333333333333335,0.6666666666666666
src/main/resources/Math/79/src/main/java/org/apache/commons/math/random/RandomAdaptor.java,4.928571428571428,1.5714285714285712,2.928571428571429,0.4999999999999999,0.7857142857142855,0.0,1.2857142857142854,0.7685647150000001,1.214285714285714,1.214285714285714,0.42857142857142855
src/main/resources/Math/79/src/main/java/org/apache/commons/math/linear/OpenMapRealMatrix.java,26.176470588235293,6.647058823529412,3.7381357764705876,1.411764705882353,4.0,1.823529411764706,3.2941176470588234,0.26197362805882357,1.823529411764706,2.2352941176470584,2.1176470588235294
src/main/resources/Math/79/src/main/java/org/apache/commons/math/optimization/direct/DirectSearchOptimizer.java,33.388888888888886,7.8888888888888875,3.5344742111111116,0.8333333333333335,1.722222222222222,1.8888888888888888,3.555555555555556,0.3648393883333333,2.0000000000000004,2.5,3.388888888888889
src/main/resources/Math/79/src/experimental/org/apache/commons/math/function/DefaultContext.java,7.6923076923076925,1.7692307692307692,4.230769230769231,0.6923076923076921,0.8461538461538459,0.0,0.9999999999999996,0.2626989284615385,0.9999999999999996,0.9999999999999996,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/util/BigReal.java,5.22222222222222,1.2592592592592586,4.671296296296293,1.3703703703703702,0.3333333333333333,0.0,1.259259259259259,0.6562897799999998,1.0740740740740735,1.1111111111111105,0.07407407407407407
src/main/resources/Math/79/src/main/java/org/apache/commons/math/optimization/general/LevenbergMarquardtOptimizer.java,206.10000000000002,46.7,3.858395860000001,1.5,4.6,13.9,18.3,0.5764452400000001,2.7,9.500000000000002,30.900000000000002
src/main/resources/Math/79/src/main/java/org/apache/commons/math/estimation/GaussNewtonEstimator.java,47.60000000000001,10.8,3.6439716800000004,1.2,4.4,3.2,4.6,0.7426177760000001,2.0,2.8,4.6000000000000005
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/random/ScalarSampleStatisticsTest.java,31.857142857142858,6.000000000000001,6.696120928571428,0.14285714285714285,6.7142857142857135,1.2857142857142856,4.428571428571429,0.0,1.5714285714285712,1.714285714285714,1.2857142857142856
src/main/resources/Math/79/src/experimental/org/apache/commons/math/stat/univariate/BeanListUnivariateImpl.java,21.25,5.5,3.1881313125,0.875,2.25,0.375,3.375,0.5341181737499999,1.5,2.375,0.75
src/main/resources/Math/79/src/main/java/org/apache/commons/math/complex/ComplexFormat.java,18.476190476190478,5.238095238095238,3.7254513000000005,1.1904761904761907,2.952380952380952,0.5714285714285714,2.6190476190476195,0.6593758071428572,1.333333333333334,1.571428571428572,1.2857142857142856
src/main/resources/Math/79/src/main/java/org/apache/commons/math/analysis/interpolation/MicrosphereInterpolator.java,13.4,2.6,5.4,1.2,0.8,0.2,2.4000000000000004,0.507882401,1.4,1.4,0.8
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/MatrixFactory.java,19.333333333333332,5.333333333333333,2.3611110999999996,2.6666666666666665,0.0,0.0,3.3333333333333335,0.8062011999999998,2.0,3.0,3.9999999999999996
src/main/resources/Math/79/src/experimental/org/apache/commons/math/function/simple/Sqrt.java,4.666666666666666,1.0,4.666666666666666,0.6666666666666666,1.0,0.0,1.6666666666666665,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/ode/nonstiff/MidpointIntegrator.java,11.0,1.0,11.0,1.0,0.0,0.0,3.0,0.55479455,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/utilities/ArrayMapperEntry.java,6.0,2.0,3.0,2.0,0.0,0.0,2.0,0.7009346,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/tests-src/org/spaceroots/mantissa/functions/scalar/ScalarValuedPairTest.java,22.0,2.75,6.2916665,0.25,5.0,0.75,3.0,0.0,1.0,1.0,3.0
src/main/resources/Math/79/src/main/java/org/apache/commons/math/stat/descriptive/MultivariateSummaryStatistics.java,14.916666666666664,3.6388888888888866,3.5769452000000013,0.5555555555555557,3.4166666666666656,0.36111111111111116,3.638888888888886,0.7159168388888889,1.3055555555555551,1.3888888888888882,1.5833333333333335
