File,Method,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,ScalarSampleStatistics(),11.0,5.0,2.2,0.0,0.0,0.0,3.0,0.5735294,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double),29.0,14.0,2.0714285,1.0,0.0,0.0,12.0,0.45945945,3.0,5.0,8.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double[]),11.0,3.0,3.6666667,1.0,1.0,1.0,4.0,0.64444447,2.0,2.0,2.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(ScalarSampleStatistics),51.0,20.0,2.55,1.0,0.0,0.0,13.0,0.37696335,3.0,6.0,8.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,size(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.89855075,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMin(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.86567163,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMax(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.86567163,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMean(),6.0,1.0,6.0,0.0,0.0,0.0,2.0,0.8,1.0,1.0,2.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getStandardDeviation(),15.0,4.0,3.75,0.0,1.0,0.0,4.0,0.88461536,2.0,2.0,8.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,VectorialSampleStatistics(),16.0,8.0,2.0,0.0,0.0,0.0,6.0,0.3611111,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[]),110.0,31.0,3.548387,1.0,3.0,6.0,22.0,0.38163266,4.0,9.0,19.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[][]),11.0,3.0,3.6666667,1.0,1.0,1.0,4.0,0.8596491,2.0,2.0,2.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(VectorialSampleStatistics),105.0,30.0,3.5,1.0,6.0,3.0,16.0,0.41142857,4.0,8.0,12.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,size(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.89855075,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMin(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.95049506,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMinIndices(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.8969957,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMax(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.95049506,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMaxIndices(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.8969957,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMean(),26.0,8.0,3.25,0.0,0.0,2.0,5.0,0.625,2.0,3.0,5.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getCovarianceMatrix(SymetricalMatrix),54.0,16.0,3.375,1.0,1.0,5.0,6.0,0.6887836,3.0,5.0,15.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/MatrixFactory.java,MatrixFactory(),1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/MatrixFactory.java,buildMatrix(int|int|double[]|int|int),43.0,12.0,3.5833333,5.0,0.0,0.0,6.0,0.6873536,3.0,6.0,10.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/MatrixFactory.java,buildMatrix(int|int|double[]),14.0,4.0,3.5,3.0,0.0,0.0,3.0,0.73125,2.0,2.0,2.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,SquareMatrix(int),3.0,1.0,3.0,1.0,0.0,0.0,2.0,0.8255814,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,SquareMatrix(int|double[]),4.0,1.0,4.0,2.0,0.0,0.0,2.0,0.8689655,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,SquareMatrix(SquareMatrix),2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.84615386,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,getInverse(double),6.0,1.0,6.0,1.0,1.0,0.0,1.0,0.8116592,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/SquareMatrix.java,solve(SquareMatrix|double),6.0,1.0,6.0,2.0,1.0,0.0,1.0,0.86090225,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/SingularMatrixException.java,SingularMatrixException(),3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.73239434,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,GeneralSquareMatrix(int),10.0,5.0,2.0,1.0,0.0,0.0,3.0,0.6424581,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,GeneralSquareMatrix(int|double[]),11.0,5.0,2.2,2.0,0.0,0.0,3.0,0.6494845,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,GeneralSquareMatrix(GeneralSquareMatrix),33.0,12.0,2.75,1.0,1.0,0.0,6.0,0.15116279,2.0,3.0,2.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,duplicate(),4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,setElement(int|int|double),13.0,5.0,2.6,3.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,selfAdd(SquareMatrix),42.0,8.0,5.25,1.0,0.0,1.0,5.0,0.5026738,2.0,3.0,15.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,selfSub(SquareMatrix),42.0,8.0,5.25,1.0,0.0,1.0,5.0,0.51941746,2.0,3.0,15.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getDeterminant(double),21.0,8.0,2.625,1.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,solve(Matrix|double),86.0,19.0,4.5263157,2.0,8.0,6.0,6.0,0.13508442,3.0,5.0,12.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getRangeForRow(int),5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getRangeForColumn(int),5.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,computeLUFactorization(double),280.0,69.0,4.057971,1.0,2.0,21.0,21.0,0.17824216,4.0,13.0,48.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,LowerTriangularMatrix(int),2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.924812,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,LowerTriangularMatrix(int|double[]),3.0,1.0,3.0,2.0,0.0,0.0,1.0,0.9,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,LowerTriangularMatrix(LowerTriangularMatrix),2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.8888889,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,duplicate(),4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
src/main/resources/Math/79/src/mantissa/src/org/spaceroots/mantissa/linalg/LowerTriangularMatrix.java,setElement(int|int|double),21.0,4.0,5.25,3.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0
