File,Line,Rank,Suspiciousness
org.apache.commons.math3.optimization.fitting.PolynomialFitter,110,1,0.2000
org.apache.commons.math3.analysis.polynomials.PolynomialFunction,94,1,0.2000
org.apache.commons.math3.optimization.fitting.PolynomialFitter,63,1,0.2000
org.apache.commons.math3.analysis.polynomials.PolynomialFunction,69,1,0.2000
org.apache.commons.math3.analysis.polynomials.PolynomialFunction$Parametric,395,2,0.1250
org.apache.commons.math3.analysis.polynomials.PolynomialFunction,130,2,0.1250
org.apache.commons.math3.optimization.fitting.CurveFitter,153,3,0.0500
org.apache.commons.math3.optimization.fitting.CurveFitter,176,4,0.0435
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,423,4,0.0435
org.apache.commons.math3.optimization.fitting.WeightedObservedPoint,59,4,0.0435
org.apache.commons.math3.optimization.fitting.CurveFitter$OldTheoreticalValuesFunction,210,4,0.0435
org.apache.commons.math3.optimization.fitting.WeightedObservedPoint,73,5,0.0417
org.apache.commons.math3.optimization.fitting.CurveFitter,109,5,0.0417
org.apache.commons.math3.optimization.fitting.WeightedObservedPoint,49,6,0.0400
org.apache.commons.math3.optimization.fitting.CurveFitter,69,7,0.0385
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,158,8,0.0238
org.apache.commons.math3.optimization.general.LevenbergMarquardtOptimizer,270,9,0.0164
org.apache.commons.math3.util.FastMath,3532,10,0.0122
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateVectorOptimizer,260,11,0.0120
org.apache.commons.math3.linear.DiagonalMatrix,67,11,0.0120
org.apache.commons.math3.util.MathUtils,264,11,0.0120
org.apache.commons.math3.util.FastMath,3017,11,0.0120
org.apache.commons.math3.linear.RealLinearOperator,53,11,0.0120
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateVectorOptimizer,321,11,0.0120
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateVectorOptimizer,342,11,0.0120
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateVectorOptimizer,365,11,0.0120
org.apache.commons.math3.analysis.FunctionUtils,672,11,0.0120
org.apache.commons.math3.analysis.FunctionUtils,727,11,0.0120
org.apache.commons.math3.analysis.FunctionUtils$19,727,11,0.0120
org.apache.commons.math3.optimization.direct.BaseAbstractMultivariateVectorOptimizer,231,11,0.0120
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,562,11,0.0120
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,496,11,0.0120
org.apache.commons.math3.optimization.general.AbstractLeastSquaresOptimizer,502,11,0.0120
org.apache.commons.math3.util.Incrementor,164,11,0.0120
org.apache.commons.math3.util.Incrementor,96,11,0.0120
org.apache.commons.math3.optimization.InitialGuess,47,11,0.0120
org.apache.commons.math3.optimization.InitialGuess,37,11,0.0120
org.apache.commons.math3.optimization.Target,49,11,0.0120
org.apache.commons.math3.optimization.Target,39,11,0.0120
org.apache.commons.math3.linear.MatrixUtils,484,11,0.0120
org.apache.commons.math3.linear.DiagonalMatrix,107,11,0.0120
org.apache.commons.math3.linear.DiagonalMatrix,296,11,0.0120
org.apache.commons.math3.optimization.Weight,67,11,0.0120
