File,Line,Rank,Suspiciousness
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,225,1,0.5000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,196,1,0.5000
org.apache.commons.math.analysis.solvers.BrentSolver,102,1,0.5000
org.apache.commons.math.ConvergingAlgorithmImpl,83,2,0.2500
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,141,3,0.0085
org.apache.commons.math.analysis.solvers.BrentSolver,229,4,0.0084
org.apache.commons.math.analysis.solvers.BrentSolver,168,5,0.0081
org.apache.commons.math.analysis.solvers.BrentSolver,61,5,0.0081
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,208,5,0.0081
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,165,5,0.0081
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,93,6,0.0079
org.apache.commons.math.ConvergingAlgorithmImpl,61,7,0.0079
org.apache.commons.math.MaxIterationsExceededException,43,8,0.0000
org.apache.commons.math.MaxIterationsExceededException,56,8,0.0000
org.apache.commons.math.MaxIterationsExceededException,64,8,0.0000
org.apache.commons.math.ConvergenceException,34,8,0.0000
org.apache.commons.math.ConvergenceException,45,8,0.0000
org.apache.commons.math.ConvergenceException,53,8,0.0000
org.apache.commons.math.MathException,153,8,0.0000
org.apache.commons.math.MathException,142,8,0.0000
org.apache.commons.math.MathException,133,8,0.0000
org.apache.commons.math.ConvergenceException,65,8,0.0000
org.apache.commons.math.MathException,159,8,0.0000
org.apache.commons.math.MathException,55,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,118,8,0.0000
org.apache.commons.math.MathException,67,8,0.0000
org.apache.commons.math.MathException,80,8,0.0000
org.apache.commons.math.MathException,96,8,0.0000
org.apache.commons.math.MathException,110,8,0.0000
org.apache.commons.math.MathException,165,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,113,8,0.0000
org.apache.commons.math.analysis.solvers.BrentSolver,54,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,103,8,0.0000
org.apache.commons.math.analysis.solvers.BrentSolver,68,8,0.0000
org.apache.commons.math.analysis.solvers.BrentSolver,75,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,74,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,102,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,109,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,115,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,121,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,126,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,108,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,131,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,182,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,247,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,73,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,78,8,0.0000
org.apache.commons.math.MathException,173,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,88,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,93,8,0.0000
org.apache.commons.math.ConvergingAlgorithmImpl,98,8,0.0000
org.apache.commons.math.analysis.solvers.UnivariateRealSolverImpl,155,8,0.0000
org.apache.commons.math.MathException,183,8,0.0000
