File,Method,S-WordCount,S-LineCount,S-Density,S-ParaCount,S-FunCalls,S-VarCount,S-RepWords,S-ComPer,S-MaxDepth,S-BlockCount,S-CycCom
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,ScalarSampleStatistics(),11.0,5.0,2.2,0.0,0.0,0.0,3.0,0.5735294,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double),29.0,14.0,2.0714285,1.0,0.0,0.0,12.0,0.45945945,3.0,5.0,8.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double[]),11.0,3.0,3.6666667,1.0,1.0,1.0,4.0,0.64444447,2.0,2.0,2.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(ScalarSampleStatistics),51.0,20.0,2.55,1.0,0.0,0.0,13.0,0.37696335,3.0,6.0,8.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,size(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.89855075,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMin(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.86567163,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMax(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.86567163,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMean(),6.0,1.0,6.0,0.0,0.0,0.0,2.0,0.8,1.0,1.0,2.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getStandardDeviation(),15.0,4.0,3.75,0.0,1.0,0.0,4.0,0.88461536,2.0,2.0,8.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,VectorialSampleStatistics(),16.0,8.0,2.0,0.0,0.0,0.0,6.0,0.3611111,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[]),110.0,31.0,3.548387,1.0,3.0,6.0,22.0,0.38163266,4.0,9.0,19.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[][]),11.0,3.0,3.6666667,1.0,1.0,1.0,4.0,0.8596491,2.0,2.0,2.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(VectorialSampleStatistics),105.0,30.0,3.5,1.0,6.0,3.0,16.0,0.41142857,4.0,8.0,12.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,size(),2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.89855075,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMin(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.95049506,1.0,1.0,0.0
src/main/resources/Math/104/src/mantissa/src/org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMinIndices(),4.0,1.0,4.0,0.0,1.0,0.0,1.0,0.8969957,1.0,1.0,0.0
