File,Method,From,To
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,ScalarSampleStatistics(),44,50
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double),55,75
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(double[]),80,84
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,add(ScalarSampleStatistics),89,117
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,size(),122,124
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMin(),129,131
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMax(),136,138
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getMean(),143,145
org/spaceroots/mantissa/random/ScalarSampleStatistics.java,getStandardDeviation(),154,159
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,VectorialSampleStatistics(),55,64
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[]),72,113
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(double[][]),121,125
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,add(VectorialSampleStatistics),133,175
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,size(),180,182
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMin(),195,197
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMinIndices(),205,207
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMax(),220,222
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMaxIndices(),230,232
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getMean(),239,248
org/spaceroots/mantissa/random/VectorialSampleStatistics.java,getCovarianceMatrix(SymetricalMatrix),261,283
org/spaceroots/mantissa/linalg/MatrixFactory.java,MatrixFactory(),39,40
org/spaceroots/mantissa/linalg/MatrixFactory.java,buildMatrix(int|int|double[]|int|int),57,70
org/spaceroots/mantissa/linalg/MatrixFactory.java,buildMatrix(int|int|double[]),79,84
org/spaceroots/mantissa/linalg/SquareMatrix.java,SquareMatrix(int),37,39
org/spaceroots/mantissa/linalg/SquareMatrix.java,SquareMatrix(int|double[]),46,48
org/spaceroots/mantissa/linalg/SquareMatrix.java,SquareMatrix(SquareMatrix),53,55
org/spaceroots/mantissa/linalg/SquareMatrix.java,getInverse(double),72,74
org/spaceroots/mantissa/linalg/SquareMatrix.java,solve(SquareMatrix|double),95,97
org/spaceroots/mantissa/linalg/SingularMatrixException.java,SingularMatrixException(),35,37
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,GeneralSquareMatrix(int),35,41
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,GeneralSquareMatrix(int|double[]),48,54
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,GeneralSquareMatrix(GeneralSquareMatrix),59,74
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,duplicate(),76,78
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,setElement(int|int|double),80,86
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,selfAdd(SquareMatrix),93,109
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,selfSub(SquareMatrix),116,132
org/spaceroots/mantissa/linalg/GeneralSquareMatrix.java,getDeterminant(double),134,143
